Number of POIs : 849
53,-160
68,-132
78,-126
80,-175
82,-116
96,-115
96,-135
122,-179
125,-183
127,-168
128,-169
130,-180
135,-177
137,-163
140,-131
140,-169
145,-159
94,-140
-33,102
-26,90
-25,81
-24,97
-24,138
-21,104
-18,176
-13,117
-13,62
-7,193
0,228
20,83
23,155
28,126
55,157
57,127
-21,94
-17,65
21,98
34,123
53,149
22,119
57,72
61,91
-18,192
-7,107
-14,148
67,164
5,91
7,96
35,121
45,132
-1,200
-1,61
-30,173
-31,173
-10,60
3,101
55,50
13,40
22,36
4,27
5,25
16,17
67,5
72,1
27,1
-8,0
25,-1
9,-8
30,-11
22,-12
24,-13
0,-15
5,-15
-33,-16
53,-16
12,-19
61,-21
30,-24
33,36
-12,-5
77,271
110,190
83,182
155,177
138,169
174,169
138,167
115,167
138,166
195,163
87,163
157,161
158,161
186,154
81,146
171,143
150,142
194,142
92,141
122,141
181,148
79,141
87,170
105,195
109,192
143,184
196,171
84,-57
85,-66
87,-55
96,-30
96,45
100,36
106,17
121,-58
130,-103
132,-49
140,-85
144,-47
145,-20
145,-20
160,-102
160,-102
152,10
136,-11
135,44
166,-100
130,29
84,-58
120,-37
81,-34
130,-49
113,-24
115,245
117,243
121,242
118,241
120,241
189,241
184,232
113,230
188,229
186,229
140,227
97,224
179,224
193,220
193,218
87,206
149,201
180,203
130,209
186,229
185,231
188,227
168,212
171,201
115,216
119,275
121,275
128,270
119,268
100,266
106,266
210,170
230,162
228,162
221,159
255,156
223,150
203,148
248,147
237,146
228,146
255,146
231,143
210,142
252,140
234,136
214,135
248,134
198,134
245,133
204,127
219,127
252,122
208,120
242,118
223,115
214,110
278,105
301,71
269,68
267,66
314,63
280,62
303,56
288,51
241,49
244,45
291,44
280,40
295,40
298,25
332,22
278,48
260,38
238,53
232,26
230,26
236,23
343,47
340,49
334,92
260,70
288,80
322,50
344,91
316,94
323,88
331,74
334,75
349,84
347,82
232,55
256,54
234,77
312,-26
255,-27
246,-28
255,-31
285,-34
312,-36
312,-36
259,-40
330,-41
285,-43
250,-57
289,-67
571,-195
344,-63
355,-75
360,-85
398,-76
337,-55
363,-48
359,-35
354,-20
342,8
344,3
346,-4
347,36
601,3
572,-385
479,-207
587,-322
439,-212
537,-249
568,-327
588,-410
598,-6
381,-34
370,1
360,20
348,-14
344,1
343,4
167,-16
172,-47
174,-64
178,-44
178,0
180,-63
183,-45
185,13
185,4
188,-79
188,19
190,20
193,23
196,-9
198,-57
207,-24
214,35
215,-5
222,16
222,-39
224,-22
224,35
225,35
226,35
213,-49
233,3
171,16
179,18
198,-29
213,41
211,-91
223,-87
235,-83
234,5
220,29
61,-33
29,-34
41,-36
1,-45
40,-45
4,-47
5,-51
-5,-53
73,-54
30,-56
17,-65
56,-69
1,-76
54,-81
66,-96
-22,-102
24,-108
44,-113
20,-109
-44,-128
-22,-102
61,-147
50,-146
4,-164
67,-97
43,-79
70,-84
38,-88
-8,-54
-7,-54
41,-146
14,272
20,263
20,260
-24,253
22,249
3,235
151,265
154,268
155,265
156,269
160,268
163,265
172,268
173,265
176,266
165,-164
171,-160
171,-139
175,-110
178,-156
180,-154
182,-153
184,-123
185,-152
187,-151
189,-149
191,-127
200,-159
201,-244
202,-141
202,-148
213,-176
226,-157
227,-127
100,129
142,126
168,115
134,112
81,106
118,106
105,99
165,96
191,96
83,95
182,92
165,79
189,76
179,72
184,66
125,64
108,60
98,59
173,59
123,54
98,127
89,128
100,120
165,260
208,259
425,255
247,251
222,241
226,227
213,226
225,214
224,213
222,212
241,212
230,199
200,190
234,190
211,190
203,186
232,182
218,180
205,179
231,104
231,104
252,101
220,99
256,94
258,93
242,90
242,90
242,90
242,89
229,86
219,86
253,12
245,1
250,-75
251,-73
242,10
240,-94
253,-75
254,-51
254,-48
252,-45
12,178
-10,153
212,-371
249,-372
265,-376
254,-381
217,-396
250,-413
219,-434
235,-374
276,-432
282,-407
277,-417
255,-428
235,-366
220,-363
226,-291
258,-293
285,-296
276,-296
231,-302
231,-302
274,-302
233,-310
283,-311
280,-315
223,-317
240,-327
295,-334
209,-334
268,-337
274,-339
245,-347
295,-355
278,-357
271,-289
215,-310
324,170
266,166
264,165
259,159
258,157
259,144
440,136
425,125
280,115
406,115
317,101
281,96
332,91
285,145
436,-308
427,-321
460,-335
379,-359
364,-359
372,-374
386,-434
471,-314
343,-328
340,-332
341,-332
355,-333
386,-335
367,-347
361,-350
369,-358
402,-363
330,-404
431,-417
400,-423
452,-423
342,-424
442,-425
468,-439
608,50
535,72
564,62
584,32
630,-32
509,-268
513,-262
555,-291
546,-295
557,-216
535,-285
546,-289
583,-215
554,-268
602,-287
613,-297
546,-269
604,-290
715,-188
538,-346
507,-254
516,-254
650,-328
579,-346
623,-342
624,-341
514,-339
532,-338
589,-322
622,-315
575,-292
513,-286
597,-281
524,-264
528,-262
519,-254
612,-237
548,-234
687,-226
558,-224
712,-209
705,-199
706,-194
633,-370
623,-372
626,-381
637,-384
600,-387
614,-387
620,-393
597,-401
596,-404
560,-409
563,-410
599,-410
579,-415
579,-418
558,-431
599,-386
598,-414
610,-397
555,-383
533,-411
520,-394
544,-403
569,-416
537,-397
550,-395
834,-436
852,-410
845,275
729,-189
972,-432
989,-435
1002,-327
1005,-318
1008,-428
1019,-428
1049,-428
1005,146
1047,78
897,170
989,140
983,136
988,136
978,138
324,-17
271,-17
293,-19
314,-20
295,-20
300,-20
330,-20
326,-20
327,-20
279,-21
299,-24
314,-26
330,-39
330,-40
330,-41
305,-41
415,-112
387,-116
368,-173
261,-260
485,-48
327,-21
298,-19
279,-22
317,-62
265,-42
272,-23
347,-56
332,-52
347,-58
335,-61
290,-58
261,-49
296,-174
316,-163
335,-185
310,-130
319,-58
303,73
299,71
268,65
271,60
352,47
305,44
297,38
350,37
304,27
300,16
302,3
340,2
270,1
288,0
350,0
299,-1
288,-1
288,-2
341,-4
287,-6
268,-9
271,-10
292,-11
282,-12
321,-13
350,-14
304,5
314,-9
333,-337
303,-337
353,-345
362,-353
341,-365
352,-367
427,-376
365,-380
446,-405
455,-424
319,-428
382,-430
362,-344
365,-357
300,-192
243,-211
292,-232
285,-236
265,-246
247,-253
273,-260
260,-264
262,-264
251,-266
267,-266
248,-268
241,-268
244,-270
245,-272
260,-272
252,-272
242,-275
245,-279
261,-285
243,-285
249,-263
277,-286
204,-181
148,-185
71,-186
-1,-186
180,-188
32,-188
194,-189
147,-189
53,-202
126,-224
136,-238
115,-240
82,-243
161,-234
140,-236
215,-224
216,-224
215,-223
143,-198
152,-184
124,-181
18,-181
163,-237
176,-197
182,-195
103,-257
69,-259
103,-265
63,-269
94,-269
70,-270
85,-271
78,-275
94,-278
46,-291
57,-294
50,-298
12,-304
10,-318
113,-347
13,-353
27,-370
145,-402
40,-404
38,-404
103,-429
34,-430
45,-435
19,-439
21,-438
178,-438
121,-262
122,-261
473,-201
384,-210
304,-214
472,-216
439,-218
407,-233
362,-244
320,-245
308,-250
314,-268
408,-269
474,-269
403,-292
472,-300
471,-301
469,-301
476,-309
358,-314
310,-317
430,-210
416,-247
1143,-355
1307,-414
1315,-426
-34,-259
-16,-265
-24,-274
-25,-279
-4,-280
4,-293
-28,-294
-1,-317
-6,-337
-23,-370
-40,-329
599,-427
656,-398
665,-394
637,-43
390,-88
395,-87
-37,-272
-29,-274
-23,-269
-19,-288
-28,-164
-11,-147
-11,-372
-26,-377
-31,-385
-20,-338
-8,-353
-46,-435
-23,-401
-20,-434
-15,-420
-11,-424
-5,-428
15,-411
-1,-292
2,-295
8,-288
9,-199
10,-300
10,-291
11,-315
32,-189
53,-194
81,-259
85,-277
85,-269
111,-218
68,-264
93,-270
49,-289
12,-317
-4,-223
49,-324
360,165
64,-177
228,-173
598,136
360,165
637,-43
182,-195
176,-197
-4,-223
49,-324
1143,-355
665,-394
656,-398
1307,-414
1315,-426
599,-427
390,-88
395,-87
64,-177
-28,-164
-11,-147
228,-173
598,136
