Number of Features : 384
Feature No. 0
8
9655,-466
4681,408
632,2597
488,2675
-1727,3561
-3616,4654
-5800,3055
-8410,2390
Feature No. 1
313
4339,1494
716,3079
714,2134
668,2036
608,2008
545,2003
474,1991
467,1909
536,1873
565,1826
555,1775
540,1765
376,1771
326,1797
296,1801
267,1847
265,751
302,795
334,766
285,712
303,694
324,694
325,673
315,673
315,371
330,378
336,365
281,341
294,312
468,387
447,433
554,494
592,504
634,503
678,488
719,458
785,551
895,472
864,430
861,432
891,471
788,545
721,456
730,450
743,468
745,466
733,448
742,442
754,459
757,457
744,440
974,271
1014,240
1027,217
1034,190
1034,165
1018,127
1027,122
1014,104
1083,52
1112,78
1121,72
1145,89
1158,98
1165,101
1178,105
1187,106
1198,107
1207,106
1216,105
1223,103
1229,100
1231,98
1232,96
1232,94
1231,92
1230,91
1229,90
1226,90
1225,91
1223,92
1222,94
1222,95
1216,98
1214,99
1211,100
1209,100
1205,101
1200,102
1195,102
1191,101
1186,101
1180,100
1175,99
1171,98
1168,96
1165,95
1164,93
1163,91
1163,90
1164,89
1166,90
1167,92
1169,95
1172,96
1175,96
1178,97
1180,96
1184,94
1186,92
1189,90
1190,87
1192,81
1193,74
1195,68
1196,63
1199,58
1202,53
1208,46
1213,41
1218,36
1223,31
1230,24
1235,19
1260,-4
1285,-22
1306,-31
1319,-28
1331,-24
1384,-71
1388,-76
1418,-101
1422,-108
1458,-126
1483,-130
1498,-133
1516,-106
1516,-101
1510,-95
1514,-89
1539,-105
1535,-110
1528,-109
1523,-111
1507,-132
1516,-150
1548,-186
1605,-234
1628,-246
1641,-244
1653,-236
1763,-334
1792,-351
1803,-351
1811,-348
1805,-339
1811,-335
1826,-347
1835,-355
1864,-361
1882,-333
1885,-335
1893,-340
1898,-344
1889,-354
1907,-375
1941,-396
1955,-402
1996,-418
2055,-445
2104,-464
2120,-467
2129,-462
2161,-471
2169,-444
2174,-445
2167,-467
2196,-478
2234,-494
2267,-503
2376,-535
2433,-558
2439,-553
2448,-558
2447,-565
2510,-592
2522,-595
2528,-586
2537,-591
2540,-601
2596,-625
2609,-628
2620,-625
2625,-627
2693,-637
2744,-664
2755,-663
2760,-669
2816,-685
2827,-683
2827,-678
2836,-679
2838,-685
2841,-687
2883,-698
2892,-699
2902,-696
2901,-688
2912,-690
2910,-694
2910,-698
2921,-703
2935,-704
2939,-701
2939,-696
2947,-698
2946,-706
2960,-711
2970,-711
2976,-704
2986,-705
2984,-711
2986,-714
3025,-728
3039,-729
3060,-741
3086,-745
3099,-750
3117,-765
3132,-764
3137,-757
3152,-759
3164,-756
3168,-751
3167,-746
3170,-744
3177,-751
3180,-756
3239,-778
3294,-798
3334,-810
3347,-813
3350,-813
3377,-833
3393,-834
3442,-853
3478,-758
3471,-756
3472,-752
3491,-759
3489,-762
3482,-759
3445,-854
3463,-866
3479,-874
3490,-874
3505,-878
3571,-900
3686,-942
3700,-945
3709,-940
3707,-935
3712,-932
3724,-939
3752,-949
3771,-956
3782,-955
3785,-950
3782,-946
3786,-944
3796,-951
3816,-951
3831,-957
3840,-964
3849,-966
3858,-964
3856,-958
3859,-954
3874,-964
3919,-982
3929,-983
3940,-981
3945,-975
3939,-969
3941,-966
3961,-981
4024,-1008
4033,-1003
4048,-1017
4048,-1022
4129,-1049
4143,-1056
4160,-1038
4165,-1042
4151,-1055
4155,-1062
4163,-1069
4208,-1082
4221,-1053
4224,-1055
4211,-1084
4215,-1085
4229,-1057
4234,-1059
4230,-1069
4241,-1074
4249,-1073
4253,-1069
4273,-1081
4297,-1089
4309,-1090
4314,-1084
4336,-1096
Feature No. 2
71
-8410,2390
-8413,688
-8395,603
-7946,-1081
-7896,-1299
-7478,-1963
-7207,-2540
-6802,-3330
-6673,-3570
-6658,-3701
-6527,-4031
-6308,-4364
-6103,-4562
-5947,-4994
-5620,-5312
-5251,-5403
-5081,-5525
-4907,-5781
-4550,-6013
-4050,-6106
-3654,-5916
-3408,-5769
-2923,-5705
-2548,-5862
-1889,-6283
-1428,-6675
-1113,-6748
-800,-6692
-365,-6561
-41,-6439
244,-6329
489,-6214
710,-6075
817,-5997
901,-5908
1234,-5523
1452,-5254
1863,-5004
2375,-4991
2520,-4962
2768,-5021
3105,-5096
3249,-5096
3410,-5010
3453,-4995
3939,-4886
4052,-4898
4268,-4813
4466,-4801
4726,-4891
4945,-4907
5175,-4910
5526,-4759
5975,-5165
6239,-5401
6845,-5571
7440,-5430
7910,-5246
8098,-5113
8447,-4733
8508,-4665
8561,-4568
8612,-4423
8664,-4243
8673,-4037
8658,-3881
8650,-3836
8558,-3529
8212,-2580
8412,-2192
9655,-466
Feature No. 3
2032
-2776,-369
-2778,-367
-2780,-367
-2780,-366
-2780,-364
-2782,-362
-2783,-361
-2786,-356
-2786,-355
-2787,-352
-2788,-353
-2790,-352
-2794,-355
-2795,-353
-2807,-361
-2807,-360
-2792,-349
-2794,-346
-2794,-346
-2796,-346
-2797,-346
-2798,-345
-2801,-343
-2801,-342
-2801,-340
-2812,-320
-2822,-325
-2810,-348
-2812,-349
-2825,-326
-2842,-336
-2821,-371
-2823,-372
-2843,-337
-2858,-345
-2837,-381
-2839,-381
-2859,-346
-2873,-354
-2864,-367
-2866,-368
-2875,-355
-2884,-361
-2864,-397
